//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM7804-TA0C-T-U-AD-SN038
//Part Number (Chip ID): AM8804 A0C
//Chip Model: Chiarlo TxM 7804
//DUT Test GUI Version Number: Rev. A1.00.279
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 2
//Test Date & Time: 12-03-2009 11:55:4
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\HS\Chiarlo\7804\AM7804_TA0C-AM-PM Distortiion.txt
//ATR Correlation Log File Not Found.
//Comment:
//**************************************************************************************************************
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
1	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L1B	LBIn	-33.9	0.0	0.0	-9.31	870.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	43.758806	43.756936	34.383915	0.303915	1.7952	3.493118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.600v_ramp.txt	12-03-2009	11:55:17	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
2	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	HBLBPWRMTR	HBIn	-34.95	0.0	0.0	-7.29	1810.0	3.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	33.513745	33.510439	32.769043	-2.510957	1.61587	3.493614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disabled	1a0	1013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.600v_ramp.txt	12-03-2009	11:55:27	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Step	VAM(volt)	AM-AM	AM-PM(degree)	I(averaged)	Q(averaged)	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment	
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	16.0	0.272862	0.263253	-17.636236	0.263253	-2.576473	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:13	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	17.0	0.274566	0.282751	-17.645158	0.282751	-2.576628	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:13	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	18.0	0.275843	0.298376	-17.672555	0.298376	-2.577106	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	19.0	0.27654	0.305045	-17.621172	0.305045	-2.57621	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	20.0	0.277659	0.317847	-17.538553	0.317847	-2.574768	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	21.0	0.278439	0.333169	-17.553829	0.333169	-2.575034	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	22.0	0.279569	0.350551	-17.38606	0.350551	-2.572106	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	23.0	0.282086	0.376446	-17.222252	0.376446	-2.569247	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	24.0	0.284494	0.395139	-17.13453	0.395139	-2.567716	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	25.0	0.287113	0.423398	-16.94011	0.423398	-2.564323	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	26.0	0.290295	0.455239	-16.805551	0.455239	-2.561974	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:14	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	27.0	0.295394	0.50573	-16.660068	0.50573	-2.559435	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	28.0	0.301864	0.570186	-16.322843	0.570186	-2.55355	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	29.0	0.308601	0.634348	-15.994963	0.634348	-2.547827	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	30.0	0.318707	0.73905	-14.848817	0.73905	-2.527823	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	31.0	0.326495	0.827378	-13.741819	0.827378	-2.508502	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	32.0	0.335064	0.935195	-12.153218	0.935195	-2.480776	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	33.0	0.345969	1.063454	-10.428502	1.063454	-2.450674	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	34.0	0.357747	1.202124	-8.787584	1.202124	-2.422034	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:15	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	35.0	0.386922	1.547307	-5.456041	1.547307	-2.363888	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	36.0	0.427393	2.028133	-2.254928	2.028133	-2.308018	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	37.0	0.476462	2.633273	0.323412	2.633273	-2.263018	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	38.0	0.532552	3.351049	2.297362	3.351049	-2.228566	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	39.0	0.604778	4.315553	4.104702	4.315553	-2.197022	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	40.0	0.700904	5.65568	5.804221	5.65568	-2.167359	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	41.0	0.819927	7.4024	6.594229	7.4024	-2.153571	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	42.0	0.976202	9.779525	6.768707	9.779525	-2.150526	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	43.0	1.16199	12.511633	5.061156	12.511633	-2.180328	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:16	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	44.0	1.404181	15.947834	4.239035	15.947834	-2.194677	0.0	0.0	0.0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:17	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	4.0	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	45.0	1.625994	17.941498	0.0	17.941498	-2.268662	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:17	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.247828	0.013838	-35.389371	0.013838	-2.918585	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.248238	0.014857	-33.470987	0.014857	-2.885103	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.249153	0.016394	-30.105406	0.016394	-2.826362	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	0.250706	0.021653	-24.200123	0.021653	-2.723295	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.253782	0.036903	-17.051072	0.036903	-2.598521	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	0.260141	0.092551	-14.031309	0.092551	-2.545816	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0	0.261558	0.103413	-14.217797	0.103413	-2.549071	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	8.0	0.262636	0.115275	-14.389583	0.115275	-2.552069	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:47	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	9.0	0.263957	0.13527	-14.757739	0.13527	-2.558495	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:48	No comments(this is a filler only).
4	AM-AM AM-PM Distortion	L:\Lab & Testing\ATR_Chiarlo\register_maps\AM8804\AM8804_A0C_v001.map	GSM	SSSZ1111	L3B	LBIn	-31.09	0.0	0.0	-9.31	870.0	3.5	-3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	10.0	0.264661	0.144474	-14.832882	0.144474	-2.559806	0.0	0.0	0.0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Riserva\Ramp_files\ramps_riservaV2_21oct08\LBpwrsel00\staircase-1024us_ramp.txt	12-03-2009	12:06:48	No comments(this is a filler only).
