//**************************************************************************************************************
//File Type: Amalfi PA Test Measurment Data Log File
//Log File Format Version: 1
//Test Type:Auto Script
//Serial Number: xAM7801-100081-SN001
//Part Number (Chip ID): AM8802 A5
//Chip Model: Chiarlo TxM 7801
//DUT Test GUI Version Number: Rev. A1.00.284
//FPGA Version Number: 21
//PICC Version Number: 13
//Station Number: 1
//Test Date & Time: 12-23-2009 15:59:34
//Temperature Soak Time (in secs): Test @ Ambient
//Script File Name: l:\Lab & Testing\Richv\AM7801\7801_A5_Reg1_X3_Nominal_Screen_Quick.script
//Latest ATR Correlation Summary: FAILED
//Validated On: 02-14-2008  17:54:16
//Comment:																																																	
//**************************************************************************************************************																																																	
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.08	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	-45.248001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:06:59	No comments(this is a filler only).
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.16	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	-46.633999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:07:03	No comments(this is a filler only).
3	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.08	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	-49.603001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.360v_ramp.txt	12/23/2009	16:07:06	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.91	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	41.098248	41.08048	32.021861	2.931861	1.10896	3.494998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:18	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.94	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	42.651579	42.633786	32.156722	3.036722	1.10231	3.494889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:20	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.96	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	43.797517	43.779518	32.192154	3.052154	1.08221	3.495058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:23	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.99	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	44.282248	44.263915	32.150052	2.980052	1.06001	3.495148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:25	No comments(this is a filler only).
4	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L1B	LBIn	-28.99	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	44.006179	43.987687	32.095328	2.925328	1.05332	3.495093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:28	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.54	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	-37.143002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:34	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.6	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	-35.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:38	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.61	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	-34.926998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:42	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.56	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	-34.172001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:46	No comments(this is a filler only).
5	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.65	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	-33.622002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:50	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
6	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-28.98	0	0	-4.62	824	3.5	3	0	0	1	0	0	0	1	0	-34.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	13	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:07:57	No comments(this is a filler only).
6	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.1	0	0	-4.64	850	3.5	3	0	0	1	0	0	0	1	0	-36.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:08:01	No comments(this is a filler only).
6	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.08	0	0	-4.67	876	3.5	3	0	0	1	0	0	0	1	0	-39.681999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:08:05	No comments(this is a filler only).
6	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.16	0	0	-4.68	902	3.5	3	0	0	1	0	0	0	1	0	-40.470001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:08:09	No comments(this is a filler only).
6	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1001	L3F	LBIn	-29.08	0	0	-4.67	915	3.5	3	0	0	1	0	0	0	1	0	-41.825001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\LB_pwrsel00\chiarloX3.1.270v_ramp.txt	12/23/2009	16:08:12	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
7	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.66	0	0	-5.26	1710	3.5	3	0	0	1	0	0	0	1	0	34.790023	34.768188	29.763143	-0.226857	0.778541	3.496054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:24	No comments(this is a filler only).
7	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.72	0	0	-5.31	1760	3.5	3	0	0	1	0	0	0	1	0	33.956862	33.934655	29.534323	-0.515677	0.756697	3.496091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:26	No comments(this is a filler only).
7	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.76	0	0	-5.33	1810	3.5	3	0	0	1	0	0	0	1	0	31.69411	31.672249	29.283118	-0.806882	0.765154	3.496105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:29	No comments(this is a filler only).
7	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.78	0	0	-5.36	1860	3.5	3	0	0	1	0	0	0	1	0	29.539376	29.51822	29.089626	-1.020374	0.785237	3.495913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:32	No comments(this is a filler only).
7	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.82	0	0	-5.35	1910	3.5	3	0	0	1	0	0	0	1	0	28.784565	28.763762	29.060339	-1.089661	0.80039	3.496009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:34	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	2nd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
8	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.79	0	0	-5.26	1710	3.5	3	0	0	1	0	0	0	1	0	-46.070999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:41	No comments(this is a filler only).
8	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.84	0	0	-5.31	1760	3.5	3	0	0	1	0	0	0	1	0	-38.464001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:45	No comments(this is a filler only).
8	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.95	0	0	-5.33	1810	3.5	3	0	0	1	0	0	0	1	0	-37.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:49	No comments(this is a filler only).
8	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-30.98	0	0	-5.36	1860	3.5	3	0	0	1	0	0	0	1	0	-37.168999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:53	No comments(this is a filler only).
8	Harmonics (2nd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.03	0	0	-5.35	1910	3.5	3	0	0	1	0	0	0	1	0	-38.776001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:08:57	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	3rd Harmonics Amplitude(dBm)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
9	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.61	0	0	-5.26	1710	3.5	3	0	0	1	0	0	0	1	0	-39.415001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:09:03	No comments(this is a filler only).
9	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.67	0	0	-5.31	1760	3.5	3	0	0	1	0	0	0	1	0	-40.394001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:09:07	No comments(this is a filler only).
9	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.86	0	0	-5.33	1810	3.5	3	0	0	1	0	0	0	1	0	-37.540001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:09:11	No comments(this is a filler only).
9	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.87	0	0	-5.36	1860	3.5	3	0	0	1	0	0	0	1	0	-38.756001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:09:15	No comments(this is a filler only).
9	Harmonics (3rd VSA)	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPSA	LBIn	-31.94	0	0	-5.35	1910	3.5	3	0	0	1	0	0	0	1	0	-39.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.160v_ramp.txt	12/23/2009	16:09:19	No comments(this is a filler only).
//T#	TestName	Reg Map	Actual PA Operation Mode	Ext Ctrl Bits	Sw Matrix	Attenuation Switch	S21(dB)	Source Tuner Loss(dB)	Tuner Loss(dB)	S21In(dB)	Test Freq(MHz)	Vbat(Volt)	Pwr In(dBm)	Source Magnitude	Source Phase(degree)	Source VSWR	Source Ref Coef	Magnitude	Phase(degree)	VSWR	Ref Coef	Efficiency(%)	PAE(%)	Adj Pwr Out(dBm)	Pwr Out(dBm)	Vbat_I(Amp)	Vbat_V(Volt)	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	Register Check	Reg 0	Alert Reg	Temperature(degree C)	Vramp File	Date	Time	Comment
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.66	0	0	-5.26	1710	3.5	3	0	0	1	0	0	0	1	0	38.719321	38.699662	30.683716	0.693716	0.864766	3.495789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:31	No comments(this is a filler only).
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.72	0	0	-5.31	1760	3.5	3	0	0	1	0	0	0	1	0	36.588398	36.568669	30.372364	0.322364	0.851808	3.495838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:33	No comments(this is a filler only).
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.76	0	0	-5.33	1810	3.5	3	0	0	1	0	0	0	1	0	34.476202	34.456689	30.141922	0.051922	0.857304	3.49573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:36	No comments(this is a filler only).
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.78	0	0	-5.36	1860	3.5	3	0	0	1	0	0	0	1	0	32.756907	32.737828	29.987572	-0.122428	0.870796	3.49573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:39	No comments(this is a filler only).
10	Output Power & Efficiency	L:\Lab & Testing\ATR_Chiarlo\register_maps\A5\Chiarlo_A5_v001_default.map	GSM	SSSZ1101	HBLBPWRMTR	LBIn	-29.82	0	0	-5.35	1910	3.5	3	0	0	1	0	0	0	1	0	32.015334	31.996568	29.969915	-0.180085	0.887354	3.495719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Disabled	1a0	2013	           	L:\Lab & Testing\ATR_Chiarlo\ramp_files\ramps_chiarloX3_4Aug09\HB_pwrsel00\chiarloX3.1.260v_ramp.txt	12/23/2009	16:09:41	No comments(this is a filler only).
