s11_ANT_phi, s11_ANT_mag, ControlSignals, Freq(MHz), HB_LB, Phase(degree), Pwr In(dBm), Regmap, SN, Serial Number, Sub-band, Temp(C), Test Freq(MHz), TestName, VSWR, Vbat(Volt), Vramp Voltage, logfilename, record_num, SN_fld0, Test Date & Time, chipid, 
336.55, 0.23354, 00010000 (TRX1)   [0:08], 2284.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1102.0, xxxx, 14oct15_0913, , 
336.41, 0.23426, 00010000 (TRX1)   [0:08], 2286.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1103.0, xxxx, 14oct15_0913, , 
336.26, 0.23498, 00010000 (TRX1)   [0:08], 2288.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1104.0, xxxx, 14oct15_0913, , 
336.12, 0.23569, 00010000 (TRX1)   [0:08], 2290.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1105.0, xxxx, 14oct15_0913, , 
335.97, 0.23641, 00010000 (TRX1)   [0:08], 2292.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1106.0, xxxx, 14oct15_0913, , 
335.83, 0.23713, 00010000 (TRX1)   [0:08], 2294.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1107.0, xxxx, 14oct15_0913, , 
335.68, 0.23784, 00010000 (TRX1)   [0:08], 2296.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1108.0, xxxx, 14oct15_0913, , 
335.54, 0.23856, 00010000 (TRX1)   [0:08], 2298.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1109.0, xxxx, 14oct15_0913, , 
335.39, 0.23928, 00010000 (TRX1)   [0:08], 2300.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1110.0, xxxx, 14oct15_0913, , 
335.25, 0.23998, 00010000 (TRX1)   [0:08], 2302.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1111.0, xxxx, 14oct15_0913, , 
335.14, 0.24063, 00010000 (TRX1)   [0:08], 2304.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1112.0, xxxx, 14oct15_0913, , 
335.04, 0.24128, 00010000 (TRX1)   [0:08], 2306.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1113.0, xxxx, 14oct15_0913, , 
334.93, 0.24192, 00010000 (TRX1)   [0:08], 2308.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1114.0, xxxx, 14oct15_0913, , 
334.82, 0.24257, 00010000 (TRX1)   [0:08], 2310.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1115.0, xxxx, 14oct15_0913, , 
334.71, 0.24322, 00010000 (TRX1)   [0:08], 2312.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1116.0, xxxx, 14oct15_0913, , 
334.6, 0.24387, 00010000 (TRX1)   [0:08], 2314.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1117.0, xxxx, 14oct15_0913, , 
334.49, 0.24452, 00010000 (TRX1)   [0:08], 2316.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1118.0, xxxx, 14oct15_0913, , 
334.38, 0.24517, 00010000 (TRX1)   [0:08], 2318.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1119.0, xxxx, 14oct15_0913, , 
334.28, 0.24581, 00010000 (TRX1)   [0:08], 2320.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1120.0, xxxx, 14oct15_0913, , 
334.17, 0.24646, 00010000 (TRX1)   [0:08], 2322.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1121.0, xxxx, 14oct15_0913, , 
334.06, 0.24711, 00010000 (TRX1)   [0:08], 2324.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1122.0, xxxx, 14oct15_0913, , 
333.95, 0.24776, 00010000 (TRX1)   [0:08], 2326.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1123.0, xxxx, 14oct15_0913, , 
333.84, 0.24841, 00010000 (TRX1)   [0:08], 2328.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1124.0, xxxx, 14oct15_0913, , 
333.73, 0.24906, 00010000 (TRX1)   [0:08], 2330.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1125.0, xxxx, 14oct15_0913, , 
333.63, 0.2497, 00010000 (TRX1)   [0:08], 2332.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1126.0, xxxx, 14oct15_0913, , 
333.52, 0.25035, 00010000 (TRX1)   [0:08], 2334.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1127.0, xxxx, 14oct15_0913, , 
333.41, 0.251, 00010000 (TRX1)   [0:08], 2336.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1128.0, xxxx, 14oct15_0913, , 
333.3, 0.25165, 00010000 (TRX1)   [0:08], 2338.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1129.0, xxxx, 14oct15_0913, , 
333.19, 0.2523, 00010000 (TRX1)   [0:08], 2340.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1130.0, xxxx, 14oct15_0913, , 
333.08, 0.25295, 00010000 (TRX1)   [0:08], 2342.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1131.0, xxxx, 14oct15_0913, , 
332.98, 0.25359, 00010000 (TRX1)   [0:08], 2344.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1132.0, xxxx, 14oct15_0913, , 
332.9, 0.25417, 00010000 (TRX1)   [0:08], 2346.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1133.0, xxxx, 14oct15_0913, , 
332.83, 0.25473, 00010000 (TRX1)   [0:08], 2348.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1134.0, xxxx, 14oct15_0913, , 
332.77, 0.25529, 00010000 (TRX1)   [0:08], 2350.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1135.0, xxxx, 14oct15_0913, , 
332.7, 0.25585, 00010000 (TRX1)   [0:08], 2352.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1136.0, xxxx, 14oct15_0913, , 
332.63, 0.25641, 00010000 (TRX1)   [0:08], 2354.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1137.0, xxxx, 14oct15_0913, , 
332.56, 0.25697, 00010000 (TRX1)   [0:08], 2356.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1138.0, xxxx, 14oct15_0913, , 
332.5, 0.25752, 00010000 (TRX1)   [0:08], 2358.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1139.0, xxxx, 14oct15_0913, , 
332.43, 0.25808, 00010000 (TRX1)   [0:08], 2360.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1140.0, xxxx, 14oct15_0913, , 
332.36, 0.25864, 00010000 (TRX1)   [0:08], 2362.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1141.0, xxxx, 14oct15_0913, , 
332.3, 0.2592, 00010000 (TRX1)   [0:08], 2364.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1142.0, xxxx, 14oct15_0913, , 
332.23, 0.25976, 00010000 (TRX1)   [0:08], 2366.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1143.0, xxxx, 14oct15_0913, , 
332.16, 0.26032, 00010000 (TRX1)   [0:08], 2368.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1144.0, xxxx, 14oct15_0913, , 
332.09, 0.26088, 00010000 (TRX1)   [0:08], 2370.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1145.0, xxxx, 14oct15_0913, , 
332.03, 0.26144, 00010000 (TRX1)   [0:08], 2372.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1146.0, xxxx, 14oct15_0913, , 
331.96, 0.26199, 00010000 (TRX1)   [0:08], 2374.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1147.0, xxxx, 14oct15_0913, , 
331.89, 0.26255, 00010000 (TRX1)   [0:08], 2376.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1148.0, xxxx, 14oct15_0913, , 
331.82, 0.26311, 00010000 (TRX1)   [0:08], 2378.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1149.0, xxxx, 14oct15_0913, , 
331.76, 0.26367, 00010000 (TRX1)   [0:08], 2380.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1150.0, xxxx, 14oct15_0913, , 
331.69, 0.26423, 00010000 (TRX1)   [0:08], 2382.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1151.0, xxxx, 14oct15_0913, , 
331.62, 0.26479, 00010000 (TRX1)   [0:08], 2384.1, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1152.0, xxxx, 14oct15_0913, , 
331.56, 0.26535, 00010000 (TRX1)   [0:08], 2386.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1153.0, xxxx, 14oct15_0913, , 
331.51, 0.26582, 00010000 (TRX1)   [0:08], 2388.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1154.0, xxxx, 14oct15_0913, , 
331.49, 0.26618, 00010000 (TRX1)   [0:08], 2390.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1155.0, xxxx, 14oct15_0913, , 
331.46, 0.26653, 00010000 (TRX1)   [0:08], 2392.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1156.0, xxxx, 14oct15_0913, , 
331.44, 0.26689, 00010000 (TRX1)   [0:08], 2394.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1157.0, xxxx, 14oct15_0913, , 
331.42, 0.26724, 00010000 (TRX1)   [0:08], 2396.0, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1158.0, xxxx, 14oct15_0913, , 
331.4, 0.2676, 00010000 (TRX1)   [0:08], 2397.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1159.0, xxxx, 14oct15_0913, , 
331.38, 0.26796, 00010000 (TRX1)   [0:08], 2399.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1160.0, xxxx, 14oct15_0913, , 
331.36, 0.26831, 00010000 (TRX1)   [0:08], 2401.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1161.0, xxxx, 14oct15_0913, , 
331.33, 0.26867, 00010000 (TRX1)   [0:08], 2403.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1162.0, xxxx, 14oct15_0913, , 
331.31, 0.26902, 00010000 (TRX1)   [0:08], 2405.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1163.0, xxxx, 14oct15_0913, , 
331.29, 0.26938, 00010000 (TRX1)   [0:08], 2407.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1164.0, xxxx, 14oct15_0913, , 
331.27, 0.26973, 00010000 (TRX1)   [0:08], 2409.9, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1165.0, xxxx, 14oct15_0913, , 
331.25, 0.27009, 00010000 (TRX1)   [0:08], 2411.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1166.0, xxxx, 14oct15_0913, , 
331.23, 0.27044, 00010000 (TRX1)   [0:08], 2413.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1167.0, xxxx, 14oct15_0913, , 
331.2, 0.2708, 00010000 (TRX1)   [0:08], 2415.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1168.0, xxxx, 14oct15_0913, , 
331.18, 0.27115, 00010000 (TRX1)   [0:08], 2417.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1169.0, xxxx, 14oct15_0913, , 
331.16, 0.27151, 00010000 (TRX1)   [0:08], 2419.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1170.0, xxxx, 14oct15_0913, , 
331.14, 0.27186, 00010000 (TRX1)   [0:08], 2421.8, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1171.0, xxxx, 14oct15_0913, , 
331.12, 0.27222, 00010000 (TRX1)   [0:08], 2423.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1172.0, xxxx, 14oct15_0913, , 
331.1, 0.27258, 00010000 (TRX1)   [0:08], 2425.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1173.0, xxxx, 14oct15_0913, , 
331.07, 0.27293, 00010000 (TRX1)   [0:08], 2427.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1174.0, xxxx, 14oct15_0913, , 
331.05, 0.27328, 00010000 (TRX1)   [0:08], 2429.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1175.0, xxxx, 14oct15_0913, , 
331.05, 0.27349, 00010000 (TRX1)   [0:08], 2431.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1176.0, xxxx, 14oct15_0913, , 
331.05, 0.27369, 00010000 (TRX1)   [0:08], 2433.7, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1177.0, xxxx, 14oct15_0913, , 
331.05, 0.2739, 00010000 (TRX1)   [0:08], 2435.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1178.0, xxxx, 14oct15_0913, , 
331.05, 0.2741, 00010000 (TRX1)   [0:08], 2437.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1179.0, xxxx, 14oct15_0913, , 
331.06, 0.27431, 00010000 (TRX1)   [0:08], 2439.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1180.0, xxxx, 14oct15_0913, , 
331.06, 0.27452, 00010000 (TRX1)   [0:08], 2441.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1181.0, xxxx, 14oct15_0913, , 
331.06, 0.27472, 00010000 (TRX1)   [0:08], 2443.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1182.0, xxxx, 14oct15_0913, , 
331.06, 0.27493, 00010000 (TRX1)   [0:08], 2445.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1183.0, xxxx, 14oct15_0913, , 
331.06, 0.27513, 00010000 (TRX1)   [0:08], 2447.6, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1184.0, xxxx, 14oct15_0913, , 
331.06, 0.27534, 00010000 (TRX1)   [0:08], 2449.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1185.0, xxxx, 14oct15_0913, , 
331.06, 0.27554, 00010000 (TRX1)   [0:08], 2451.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1186.0, xxxx, 14oct15_0913, , 
331.06, 0.27575, 00010000 (TRX1)   [0:08], 2453.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1187.0, xxxx, 14oct15_0913, , 
331.06, 0.27595, 00010000 (TRX1)   [0:08], 2455.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1188.0, xxxx, 14oct15_0913, , 
331.06, 0.27616, 00010000 (TRX1)   [0:08], 2457.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1189.0, xxxx, 14oct15_0913, , 
331.06, 0.27636, 00010000 (TRX1)   [0:08], 2459.5, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1190.0, xxxx, 14oct15_0913, , 
331.06, 0.27657, 00010000 (TRX1)   [0:08], 2461.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1191.0, xxxx, 14oct15_0913, , 
331.06, 0.27678, 00010000 (TRX1)   [0:08], 2463.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1192.0, xxxx, 14oct15_0913, , 
331.06, 0.27698, 00010000 (TRX1)   [0:08], 2465.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1193.0, xxxx, 14oct15_0913, , 
331.06, 0.27719, 00010000 (TRX1)   [0:08], 2467.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1194.0, xxxx, 14oct15_0913, , 
331.06, 0.27739, 00010000 (TRX1)   [0:08], 2469.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1195.0, xxxx, 14oct15_0913, , 
331.06, 0.2776, 00010000 (TRX1)   [0:08], 2471.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1196.0, xxxx, 14oct15_0913, , 
331.09, 0.2777, 00010000 (TRX1)   [0:08], 2473.4, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1197.0, xxxx, 14oct15_0913, , 
331.14, 0.27774, 00010000 (TRX1)   [0:08], 2475.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1198.0, xxxx, 14oct15_0913, , 
331.18, 0.27778, 00010000 (TRX1)   [0:08], 2477.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1199.0, xxxx, 14oct15_0913, , 
331.23, 0.27782, 00010000 (TRX1)   [0:08], 2479.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1200.0, xxxx, 14oct15_0913, , 
331.28, 0.27786, 00010000 (TRX1)   [0:08], 2481.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1201.0, xxxx, 14oct15_0913, , 
331.32, 0.2779, 00010000 (TRX1)   [0:08], 2483.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1202.0, xxxx, 14oct15_0913, , 
331.37, 0.27794, 00010000 (TRX1)   [0:08], 2485.3, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1203.0, xxxx, 14oct15_0913, , 
331.41, 0.27798, 00010000 (TRX1)   [0:08], 2487.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1204.0, xxxx, 14oct15_0913, , 
331.46, 0.27802, 00010000 (TRX1)   [0:08], 2489.2, HB, 0.0, -100.0, , xxxx, xxxx, , 25.0, 2550.0, Measure Sparams SNP, 1.0, 3.5, 0.04, xxxx_14oct15_0913.log, 1205.0, xxxx, 14oct15_0913, , 
